Date,Lv,AP,Next,Cell#,UPC,Link,CF,X8,X7,R8,R7,PC8,PC7,US8,US7,GH,Recharge,Trekker,UPV,ResDeploy,ModDeploy,ResDestroy,Hack,ADA,JARVIS,AXA,LPC,SBUL,VRHS,VRMH
2014/07/16,1,0,10000,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2014/07/22,3,26807,70000,23,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/07/23,3,36912,70000,25,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/07/24,3,45127,70000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/07/31,3,56257,70000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/01,3,59707,70000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/02,3,61522,70000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/04,3,67522,70000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/05,4,72126,150000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/06,4,86203,150000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/07,4,97793,150000,43,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/08,4,100877,150000,44,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/11,4,108708,150000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/12,4,114029,150000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/13,4,117979,150000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/18,4,134657,150000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/19,4,136557,150000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/21,4,142002,150000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/22,4,146372,150000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/25,5,161195,300000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/26,5,164730,300000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/27,5,187537,300000,64,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/28,5,221920,300000,61,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/29,5,226743,300000,67,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/30,5,235186,300000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/08/31,5,248369,300000,30,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/01,5,250057,300000,38,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/02,5,257887,300000,43,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/03,5,276305,300000,52,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/04,6,309872,600000,58,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/05,6,341498,600000,62,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/06,6,350037,600000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/08,6,352852,600000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/09,6,354937,600000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/10,6,407287,600000,100,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/11,6,434880,600000,51,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/12,6,457037,600000,57,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/13,6,500006,600000,61,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/14,6,507908,600000,46,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/15,6,508008,600000,71,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/16,6,508428,600000,93,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/17,6,512321,600000,107,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/18,6,528920,600000,91,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/19,6,549522,600000,88,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/20,6,589484,600000,94,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/21,7,600663,1200000,35,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/22,7,607303,1200000,61,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/23,7,625861,1200000,67,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/24,7,711960,1200000,72,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/25,7,722001,1200000,81,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/26,7,727523,1200000,89,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/27,7,770085,1200000,93,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/28,7,780768,1200000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/29,7,781303,1200000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/09/30,7,786353,1200000,78,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/01,7,790371,1200000,86,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/02,7,791211,1200000,98,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/03,7,791301,1200000,107,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/04,7,791391,1200000,119,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/05,7,791591,1200000,128,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/06,7,867499,1200000,32,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/07,7,874065,1200000,62,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/08,7,884634,1200000,79,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/09,7,887493,1200000,86,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/10,7,903992,1200000,96,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/12,7,982615,1200000,98,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/13,7,986626,1200000,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/14,7,986966,1200000,30,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/15,7,1024027,1200000,48,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/16,7,1058233,1200000,53,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/17,7,1063169,1200000,58,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/18,7,1108270,1200000,60,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/19,8,1204222,2400000,68,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/20,8,1216072,2400000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/21,8,1242556,2400000,63,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/22,8,1277903,2400000,86,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/23,8,1288217,2400000,92,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/24,8,1293187,2400000,106,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/25,8,1341819,2400000,106,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/26,8,1351413,2400000,118,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/27,8,1358963,2400000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/28,8,1426459,2400000,46,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/29,8,1515903,2400000,67,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/30,8,1648433,2400000,86,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/10/31,8,1716115,2400000,64,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/01,8,1822255,2400000,67,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/02,8,2000047,2400000,63,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/03,8,2088711,2400000,70,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/04,8,2089291,2400000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/05,8,2124581,2400000,90,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/06,8,2213397,2400000,100,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/07,8,2228579,2400000,121,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/08,8,2447189,2400000,64,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/09,8,2453311,2400000,73,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/10,8,2653345,2400000,88,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/11,8,2732323,2400000,43,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/12,8,2873103,2400000,74,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/13,8,2909131,2400000,97,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/14,8,3053325,2400000,80,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/15,8,3143803,2400000,89,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/16,8,3151693,2400000,63,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/17,8,3167920,2400000,68,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/18,8,3239402,2400000,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/19,8,3363300,2400000,63,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/20,8,3439176,2400000,82,,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/21,9,3472797,4000000,41,105,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/22,9,3485844,4000000,49,105,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/24,9,3521370,4000000,71,115,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/25,9,3531583,4000000,77,116,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/26,9,3596718,4000000,90,118,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/27,9,3635501,4000000,117,119,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/28,9,3691406,4000000,133,121,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/29,9,3698485,4000000,148,121,,,,,,,,,,,,,,,,,,,,,,,,,
2014/11/30,9,3924725,4000000,173,152,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/01,9,4022152,4000000,188,160,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/02,9,4027432,4000000,199,160,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/03,9,4032613,4000000,NA,160,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/04,9,4033703,4000000,NA,160,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/05,9,4037106,4000000,NA,160,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/06,9,4037291,4000000,103,160,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/08,9,4039997,4000000,140,160,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/09,9,4064729,4000000,153,160,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/10,9,4092051,4000000,NA,161,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/11,9,4113926,4000000,NA,164,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/12,9,4184857,4000000,110,164,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/13,9,4213240,4000000,136,164,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/14,9,4352439,4000000,153,178,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/15,9,4368844,4000000,166,179,,,,,,,,,,,,,,,,,,,,,,,,,
2014/12/16,10,4399054,6000000,177,180,1199,642,,,,,,,,,,,,,,,,,,,,,,,
2014/12/17,10,4411138,6000000,184,180,1200,643,,,,,,,,,,,,,,,,,,,,,,,
2014/12/18,10,4414383,6000000,NA,180,1200,643,,,,,,,,,,,,,,,,,,,,,,,
2014/12/19,10,4465316,6000000,180,180,1227,664,,,,,,,,,,,,,,,,,,,,,,,
2014/12/20,10,4490029,6000000,180,180,1231,667,,,,,,,,,,,,,,,,,,,,,,,
2014/12/21,10,4490319,6000000,180,180,1231,667,,,,,,,,,,,,,,,,,,,,,,,
2014/12/22,10,4550179,6000000,183,181,1232,668,,,,,,,,,,,,,,,,,,,,,,,
2014/12/23,10,4594083,6000000,167,184,1250,677,,,,,,,,,,,,,,,,,,,,,,,
2014/12/24,10,4657921,6000000,167,186,1268,693,,,,,,,,,,,,,,,,,,,,,,,
2014/12/25,10,4755986,6000000,NA,201,1296,707,,,,,,,,,,,,,,,,,,,,,,,
2014/12/26,10,4819971,6000000,118,202,1314,719,,,,,,,,,,,,,,,,,,,,,,,
2014/12/27,10,4869066,6000000,143,202,1327,725,,,,,,,,,,,,,,,,,,,,,,,
2014/12/28,10,4880308,6000000,169,204,1333,725,,,,,,,,,,,,,,,,,,,,,,,
2014/12/29,10,4880308,6000000,189,204,1333,725,,,,,,,,,,,,,,,,,,,,,,,
2014/12/30,10,4891485,6000000,215,204,1336,725,,,,,,,,,,,,,,,,,,,,,,,
2014/12/31,10,4891685,6000000,242,204,1336,725,,,,,,,,,,,,,,,,,,,,,,,
2015/01/01,10,4911151,6000000,NA,204,1337,725,,,,,,,,,,,,,,,,,,,,,,,
2015/01/02,10,4912211,6000000,NA,204,1337,725,,,,,,,,,,,,,,,,,,,,,,,
2015/01/03,10,4917021,6000000,NA,204,1337,725,,,,,,,,,,,,,,,,,,,,,,,
2015/01/04,10,4917781,6000000,NA,204,1337,725,,,,,,,,,,,,,,,,,,,,,,,
2015/01/05,10,4925024,6000000,NA,205,1337,725,,,,,,,,,,,,,,,,,,,,,,,
2015/01/06,10,4962223,6000000,257,205,1348,730,,,,,,,,,,,,,,,,,,,,,,,
2015/01/07,10,4983201,6000000,255,205,1359,738,,,,,,,,,,,,,,,,,,,,,,,
2015/01/08,10,5024871,6000000,NA,205,1373,748,,,,,,,,,,,,,,,,,,,,,,,
2015/01/09,10,5041710,6000000,113,205,1377,751,,,,,,,,,,,,,,,,,,,,,,,
2015/01/10,10,5145565,6000000,142,205,1404,763,,,,,,,,,,,,,,,,,,,,,,,
2015/01/11,10,5154999,6000000,177,207,1406,763,,,,,,,,,,,,,,,,,,,,,,,
2015/01/12,10,5162296,6000000,207,207,1408,763,,,,,,,,,,,,,,,,,,,,,,,
2015/01/13,10,5225543,6000000,201,210,1436,781,-,-,-,-,170,84,,,,,,,,,,,,,,,,,
2015/01/14,10,5273255,6000000,211,210,1450,787,346,70,89,209,173,84,,,,,,,,,,,,,,,,,
2015/01/15,10,5304408,6000000,219,213,1463,794,398,77,120,257,179,81,,,,,,,,,,,,,,,,,
2015/01/16,10,5391914,6000000,81,214,1487,808,423,24,153,283,186,77,,,,,,,,,,,,,,,,,
2015/01/17,10,5403123,6000000,125,214,1490,811,479,68,184,186,193,82,,,,,,,,,,,,,,,,,
2015/01/18,10,5426340,6000000,155,216,1490,811,398,1,181,119,177,45,,,,,,,,,,,,,,,,,
2015/01/19,10,5430046,6000000,192,216,1492,811,390,0,179,117,177,44,,,,,,,,,,,,,,,,,
2015/01/20,10,5469840,6000000,215,218,1497,811,383,0,230,57,181,50,,,,,,,,,,,,,,,,,
2015/01/21,10,5526581,6000000,229,218,1505,814,409,0,275,183,194,8,,,,,,,,,,,,,,,,,
2015/01/22,10,5549433,6000000,240,218,1513,817,449,24,285,161,198,16,,,,,,,,,,,,,,,,,
2015/01/23,10,5584643,6000000,107,218,1521,820,457,36,206,161,201,1,,,,,,,,,,,,,,,,,
2015/01/24,10,5589708,6000000,206,218,1521,820,503,69,171,168,205,0,,,,,,,,,,,,,,,,,
2015/01/25,10,5625407,6000000,266,218,1526,821,475,13,167,164,181,0,,,,,,,,,,,,,,,,,
2015/01/26,10,5625687,6000000,284,218,1526,821,475,13,167,164,179,0,,,,,,,,,,,,,,,,,
2015/01/27,10,5626817,6000000,304,218,1526,821,476,15,166,167,172,0,,,,,,,,,,,,,,,,,
2015/01/28,10,5627487,6000000,331,218,1526,821,476,16,166,167,166,0,,,,,,,,,,,,,,,,,
2015/01/29,10,5630237,6000000,352,218,1526,821,478,19,169,169,144,1,,,,,,,,,,,,,,,,,
2015/01/30,10,5661295,6000000,NA,218,1536,827,442,0,171,166,133,0,,,,,,,,,,,,,,,,,
2015/01/31,10,5692184,6000000,144,223,1536,831,414,0,169,163,133,0,,,,,,,,,,,,,,,,,
2015/02/01,10,5700639,6000000,233,224,1544,831,395,1,168,164,117,0,,,,,,,,,,,,,,,,,
2015/02/02,10,5708153,6000000,225,225,1544,831,362,0,166,161,115,0,,,,,,,,,,,,,,,,,
2015/02/03,10,5818113,6000000,174,226,1585,851,342,3,151,182,101,0,,,,,,,,,,,,,,,,,
2015/02/04,10,5953770,6000000,179,226,1635,878,312,1,130,166,95,6,,,,,,,,,,,,,,,,,
2015/02/05,10,5991237,6000000,186,226,1650,891,320,6,137,176,96,2,,,,,,,,,,,,,,,,,
2015/02/06,10,6033986,6000000,NA,226,1665,902,314,32,146,199,93,4,,,,,,,,,,,,,,,,,
2015/02/07,10,6114117,6000000,104,227,1688,915,321,53,138,104,95,9,,,,,,,,,,,,,,,,,
2015/02/08,10,6205773,6000000,87,228,1717,934,340,75,127,278,99,25,,,,,,,,,,,,,,,,,
2015/02/09,10,6243612,6000000,97,228,1724,937,284,0,123,150,87,0,,,,,,,,,,,,,,,,,
2015/02/10,10,6281714,6000000,114,229,1733,941,369,36,204,188,79,1,,,,,,,,,,,,,,,,,
2015/02/11,10,6342187,6000000,135 ,229,1742,944,470,57,243,150,92,10,,,,,,,,,,,,,,,,,
2015/02/12,10,6431519,6000000,139 ,229,1759,952,275,0,137,148,67,0,,,,,,,,,,,,,,,,,
2015/02/13,10,6581212,6000000,145 ,229,1820,986,254,9,107,131,67,5,,,,,,,,,,,,,,,,,
2015/02/14,10,6615693,6000000,110 ,229,1833,995,289,80,109,217,68,29,,,,,,,,,,,,,,,,,
2015/02/15,10,6616328,6000000,173 ,230,1833,995,291,81,106,218,68,29,,,,,,,,,,,,,,,,,
2015/02/16,10,6623616,6000000,207 ,230,1834,995,290,85,106,227,68,30,,,,,,,,,,,,,,,,,
2015/02/17,10,6695606,6000000,219 ,230,1867,1010,412,71,184,241,78,32,,,,,,,,,,,,,,,,,
2015/02/18,10,6807046,6000000,212 ,231,1919,1035,417,90,160,149,75,35,,,,,,,,,,,,,,,,,
2015/02/19,10,6899063,6000000,206 ,231,1968,1055,417,80,139,140,78,38,,,,,,,,,,,,,,,,,
2015/02/20,10,7013613,6000000,216 ,231,2004,1078,285,116,119,152,78,41,,,,,,,,,,,,,,,,,
2015/02/21,10,7092331,6000000,68 ,234,2029,1090,501,140,228,155,90,49,,,,,,,,,,,,,,,,,
2015/02/22,10,7092531,6000000,203 ,234,2029,1090,502,141,200,151,91,49,,,,,,,,,,,,,,,,,
2015/02/23,10,7162605,6000000,198 ,242,2048,1101,461,112,174,153,91,54,,,,,,,,,,,,,,,,,
2015/02/24,10,7279349,6000000,200 ,242,2092,1128,464,105,153,152,92,58,,,,,,,,,,,,,,,,,
2015/02/25,10,7664585,6000000,218 ,349,2199,1140,295,12,34,80,94,42,,,,,,,,,,,,,,,,,
2015/02/26,10,7685410,6000000,236 ,349,2200,1148,306,4,30,90,95,49,,,,,,,,,,,,,,,,,
2015/02/27,10,7744631,6000000,237 ,349,2222,1161,344,37,30,130,113,52,,,,,,,,,,,,,,,,,
2015/02/28,10,7815666,6000000,NA,356,2248,1178,436,63,141,128,126,57,,,,,,,,,,,,,,,,,
2015/03/01,10,7829643,6000000,80 ,356,2252,1180,439,33,140,127,126,57,,,,,,,,,,,,,,,,,
2015/03/02,10,7830563,6000000,96 ,356,2252,1180,444,13,139,125,126,57,,,,,,,,,,,,,,,,,
2015/03/03,10,7911804,6000000,125 ,357,2271,1187,412,6,119,129,126,58,,,,,,,,,,,,,,,,,
2015/03/04,10,7965247,6000000,151 ,358,2277,1191,337,1,88,110,128,49,,,,,,,,,,,,,,,,,
2015/03/05,10,8060920,6000000,158 ,358,2310,1209,396,0,160,104,135,50,,,,,,,,,,,,,,,,,
2015/03/06,10,8107031,6000000,172 ,360,2330,1216,390,1,139,110,135,54,,,,,,,,,,,,,,,,,
2015/03/07,10,8170830,6000000,NA,362,2366,1241,397,26,120,120,135,60,,,,,,,,,,,,,,,,,
2015/03/08,10,8249371,6000000,129 ,362,2405,1260,388,1,106,138,135,69,,,,,,,,,,,,,,,,,
2015/03/09,10,8297708,6000000,162 ,363,2421,1269,322,6,93,142,135,67,,,,,,,,,,,,,,,,,
2015/03/10,10,8347354,6000000,174 ,363,2434,1277,300,9,76,143,135,72,,,,,,,,,,,,,,,,,
2015/03/11,10,8404950,6000000,205 ,364,2444,1284,273,2,75,159,138,76,,,,,,,,,,,,,,,,,
2015/03/12,10,8448736,6000000,217 ,366,2453,1290,239,33,75,150,138,67,,,,,,,,,,,,,,,,,
2015/03/13,10,8523889,6000000,215 ,367,2487,1307,256,66,67,180,138,76,,,,,,,,,,,,,,,,,
2015/03/14,10,8604588,6000000,223 ,367,2504,1315,365,43,160,122,157,84,,,,,,,,,,,,,,,,,
2015/03/15,10,8708924,6000000,114 ,368,2537,1339,334,7,139,121,157,80,,,,,,,,,,,,,,,,,
2015/03/16,10,8710914,6000000,190 ,369,2537,1339,337,0,139,128,158,80,,,,,,,,,,,,,,,,,
2015/03/17,10,8870373,6000000,200 ,369,2566,1352,188,0,85,84,160,65,,,,,,,,,,,,,,,,,
2015/03/18,10,8871506,6000000,249 ,369,2567,1352,194,1,86,89,160,54,,,,,,,,,,,,,,,,,
2015/03/19,10,8948893,6000000,262 ,369,2584,1362,184,8,57,83,160,57,,,,,,,,,,,,,,,,,
2015/03/20,10,9048472,6000000,262 ,369,2615,1377,107,0,21,61,160,62,,,,,,,,,,,,,,,,,
2015/03/21,10,9111898,6000000,253 ,371,2642,1391,175,7,9,50,160,66,,,,,,,,,,,,,,,,,
2015/03/22,10,9179005,6000000,NA,371,2658,1398,301,117,111,136,173,68,,,,,,,,,,,,,,,,,
2015/03/23,10,9187990,6000000,NA,372,2658,1398,304,100,111,135,173,59,,,,,,,,,,,,,,,,,
2015/03/24,10,9355488,6000000,229 ,372,2683,1415,256,0,82,121,173,36,,,,,,,,,,,,,,,,,
2015/03/25,10,9410205,6000000,224 ,372,2711,1437,259,11,77,130,173,40,,,,,,,,,,,,,,,,,
2015/03/26,10,9455010,6000000,245 ,372,2732,1451,270,52,67,142,175,47,,,,,,,,,,,,,,,,,
2015/03/27,10,9522267,6000000,247 ,372,2758,1467,308,77,62,112,176,52,,,,,,,,,,,,,,,,,
2015/03/28,10,9522967,6000000,263 ,372,2758,1467,308,79,62,119,176,51,,,,,,,,,,,,,,,,,
2015/03/29,10,9528684,6000000,NA,374,2759,1467,316,86,58,128,176,52,,,,,,,,,,,,,,,,,
2015/03/30,10,9529841,6000000,NA,374,2759,1467,316,86,58,129,176,52,,,,,,,,,,,,,,,,,
2015/03/31,10,9585879,6000000,213 ,374,2782,1492,350,140,60,102,177,64,,,,,,,,,,,,,,,,,
2015/04/01,10,9638431,6000000,227 ,374,2803,1500,374,160,55,80,177,81,,,,,,,,,,,,,,,,,
2015/04/02,10,9667036,6000000,237 ,374,2810,1504,396,212,60,85,179,106,,,,,,,,,,,,,,,,,
2015/04/03,10,9748980,6000000,242 ,374,2843,1520,439,165,67,73,185,124,,,,,,,,,,,,,,,,,
2015/04/04,10,9855856,6000000,235,375,2882,1538,474,90,71,71,192,121,,,,,,,,,,,,,,,,,
2015/04/05,10,9871373,6000000,NA,375,2882,1538,476,70,71,74,194,120,,,,,,,,,,,,,,,,,
2015/04/06,10,9872473,6000000,NA,375,2882,1538,483,81,75,78,195,122,,,,,,,,,,,,,,,,,
2015/04/07,10,9950865,6000000,NA,375,2902,1552,496,38,58,75,195,123,,,,,,,,,,,,,,,,,
2015/04/08,10,10000980,6000000,219,376,2922,1563,518,33,52,92,197,124,,,,,,,,,,,,,,,,,
2015/04/09,10,10044085,6000000,232,376,2940,1574,537,64,54,60,200,130,,,,,,,,,,,,,,,,,
2015/04/10,10,10140400,6000000,251,376,2977,1597,539,5,42,63,202,123,,,,,,,,,,,,,,,,,
2015/04/11,10,10219890,6000000,254,376,3008,1610,533,26,24,85,201,43,,,,,,,,,,,,,,,,,
2015/04/12,10,10254944,6000000,281,377,3022,1615,537,4,32,101,205,25,,,,,,,,,,,,,,,,,
2015/04/13,10,10259788,6000000,NA,377,3022,1615,533,2,29,100,205,22,,,,,,,,,,,,,,,,,
2015/04/14,10,10303724,6000000,139,377,3037,1629,570,65,18,54,206,11,,,,,,,,,,,,,,,,,
2015/04/15,10,10392478,6000000,179,377,3068,1646,653,95,50,65,217,22,,,,,,,,,,,,,,,,,
2015/04/16,10,10439531,6000000,219,379,3085,1653,733,47,109,90,224,19,,,,,,,,,,,,,,,,,
2015/04/17,10,10517571,6000000,232,380,3105,1662,768,30,122,80,233,20,,,,,,,,,,,,,,,,,
2015/04/18,10,10591023,6000000,227,383,3120,1666,641,11,127,82,241,4,,,,,,,,,,,,,,,,,
2015/04/19,10,10623595,6000000,NA,386,3121,1667,577,0,125,82,224,0,,,,,,,,,,,,,,,,,
2015/04/20,10,10664102,6000000,NA,391,3132,1673,482,0,118,85,212,0,,,,,,,,,,,,,,,,,
2015/04/21,10,10705144,6000000,NA,393,3142,1678,430,9,110,84,207,4,,,,,,,,,,,,,,,,,
2015/04/22,10,10736268,6000000,NA,395,3143,1680,427,0,107,85,191,0,,,,,,,,,,,,,,,,,
2015/04/23,10,10835539,6000000,NA,395,3193,1705,426,23,77,82,191,1,,,4257,,,,,,,,,,,,,,
2015/04/24,10,10879586,6000000,NA,395,3210,1718,474,62,95,122,194,7,,,4401,,,,,,,,,,,,,,
2015/04/25,10,11026816,6000000,243,395,3254,1739,504,65,71,68,196,3,,,4745,,,,,,,,,,,,,,
2015/04/26,10,11030269,6000000,270,395,3254,1739,505,74,76,83,196,3,,,4769,,,,,,,,,,,,,,
2015/04/27,10,11038476,6000000,287,395,3260,1741,513,88,76,60,196,9,,,4797,,,,,,,,,,,,,,
2015/04/28,10,11236649,6000000,134,395,3325,1771,542,87,37,48,194,3,,,5254,,,,,,,,,,,,,,
2015/04/29,10,11312257,6000000,174,396,3352,1781,742,17,120,39,219,0,,,5799,,,,,,,,,,,,,,
2015/04/30,10,11377205,6000000,NA,406,3365,1786,722,3,112,40,217,2,,,5851,,,,,,,,,,,,,,
2015/05/01,11,11516306,8400000,177,406,3403,1803,675,6,97,40,227,8,,,6048,,851,,,,,,,,,,,,
2015/05/02,11,11644228,8400000,209,408,3436,1820,628,9,85,57,229,6,,,6124,,856,,,,,,,,,,,,
2015/05/03,11,11664063,8400000,242,410,3436,1820,560,0,83,59,229,0,,,6124,,857,,,,,,,,,,,,
2015/05/04,11,11681471,8400000,272,412,3437,1820,516,0,81,61,226,0,,,6124,,857,,,,,,,,,,,,
2015/05/05,11,11694394,8400000,NA,412,3440,1820,484,0,79,60,226,0,,,6132,,858,,,,,,,,,,,,
2015/05/06,11,11707411,8400000,360,413,3442,1822,455,12,75,83,226,5,,,6148,,861,,,,,,,,,,,,
2015/05/07,11,11712790,8400000,422,413,3443,1823,457,9,71,84,226,8,,,6156,,862,,,,,,,,,,,,
2015/05/08,11,11858056,8400000,188,413,3490,1854,444,17,30,61,225,12,,,6204,,867,,,,,,,,,,,,
2015/05/09,11,11972296,8400000,193,413,3547,1887,548,27,106,69,239,14,,,6408,,872,,,,,,,,,,,,
2015/05/10,11,11980858,8400000,217,413,3548,1887,541,2,108,69,240,7,,,6408,,873,,,,,,,,,,,,
