Date,Lv,AP,Next,Cell#,UPC,Link,CF,X8,X7,R8,R7,PC8,PC7,US8,US7,GH,Recharge,Trekker,UPV,ResDeploy,ModDeploy,ResDestroy,Hack,ADA,JARVIS,AXA,LPC,SBUL,VRHS,VRMH
2016/08/17,15,36045780,40000000,279,1312,8810,3870,203,5,91,95,133,5,310,2,41516,65808106,2211,2933,54029,9208,53958,55102,100,107,15,150,55,61,81
2016/08/18,15,36093924,40000000,NA,1314,8826,3874,187,0,89,88,133,7,310,2,41532,65845343,2213,2933,54128,9216,54062,55146,100,107,15,150,55,61,81
2016/08/19,15,36172679,40000000,233,1314,8843,3878,158,8,87,80,134,12,312,6,41606,65931239,2216,2933,54284,9232,54205,55261,101,108,16,151,56,61,81
2016/08/20,15,36210566,40000000,222,1314,8860,3885,156,4,95,77,138,15,315,6,41631,66045177,2218,2933,54350,9235,54241,55344,101,108,16,151,57,61,82
2016/08/21,15,36220006,40000000,NA,1314,8862,3885,172,6,117,98,140,11,318,1,41662,66208356,2220,2933,54365,9239,54249,55383,101,108,16,152,57,61,82
2016/08/22,15,36226258,40000000,NA,1314,8863,3887,187,16,124,109,145,13,322,1,41701,66245488,2222,2942,54384,9243,54249,55404,101,109,16,153,58,61,82
2016/08/23,15,36272999,40000000,NA,1314,8863,3887,171,9,125,90,147,6,328,1,41735,66363296,2224,2942,54462,9248,54364,55512,101,109,16,154,58,61,82
2016/08/24,15,36350212,40000000,192,1314,8905,3894,172,17,122,82,150,13,333,0,41806,66477217,2227,2942,54612,9279,54464,55624,101,110,16,157,58,61,82
2016/08/25,15,36375413,40000000,212,1316,8914,3896,192,34,122,86,151,0,336,0,41839,66645791,2228,2942,54662,9285,54486,55710,101,110,16,157,58,62,84
2016/08/26,15,36438249,40000000,229,1316,8927,3897,195,11,126,61,148,3,235,3,41865,66826339,2231,2942,54802,9307,54631,55807,101,112,17,158,58,63,84
2016/08/27,15,36470151,40000000,242,1316,8929,3899,199,0,135,68,136,0,237,2,41891,67027580,2233,2942,54846,9312,54715,55887,101,112,18,159,60,63,84
2016/08/28,15,36506566,40000000,NA,1316,8939,3900,207,5,146,55,116,0,139,1,41919,67289481,2236,2942,54919,9320,54774,55977,101,112,19,161,60,63,85
2016/08/29,15,36509360,40000000,NA,1316,8939,3900,224,13,168,64,124,2,141,2,41949,67358435,2237,2942,54921,9321,54775,56000,101,112,20,161,61,63,86
2016/08/30,15,36572542,40000000,165,1316,8964,3909,237,12,161,47,127,0,140,0,42004,67519040,2240,2942,55073,9343,54869,56136,102,112,20,161,61,64,87
2016/08/31,15,36635370,40000000,165,1316,8986,3921,259,10,171,60,124,0,143,1,42109,67694515,2243,2942,55140,9348,54936,56249,102,112,21,162,61,64,87
2016/09/01,15,36661837,40000000,180,1316,8991,3924,271,17,169,82,120,5,144,2,42192,67875918,2245,2942,55164,9349,54973,56316,102,112,25,162,62,64,87
2016/09/02,15,36713923,40000000,190,1316,8999,3929,294,13,179,104,112,4,133,0,42291,68108274,2246,2942,55219,9359,55075,56431,101,113,25,163,62,64,87
2016/09/03,15,36733538,40000000,197 ,1316,9005,3930,312,1,182,49,109,0,125,1,42319,68284453,2248,2942,55248,9363,55116,56504,101,113,25,163,62,64,87
2016/09/04,15,36778057,40000000,NA,1320,9013,3930,500,0,254,30,133,0,89,0,42613,68367912,2252,2956,55315,9383,55160,56647,101,115,27,165,61,61,85
2016/09/05,15,36783189,40000000,NA,1320,9013,3930,489,0,254,36,135,0,89,0,42625,68432609,2252,2956,55327,9386,55168,56663,102,115,27,165,61,61,85
2016/09/06,15,36883759,40000000,NA,1320,9044,3942,442,6,208,28,133,1,87,0,42677,68617600,2258,2956,55516,9419,55387,56775,102,115,27,169,61,62,85
2016/09/07,15,36918142,40000000,163,1324,9054,3947,457,0,204,37,137,5,90,0,42702,68699000,2261,2956,55589,9431,55423,56884,103,115,28,171,61,62,85
2016/09/08,15,37003391,40000000,157,1324,9084,3960,453,0,167,54,129,0,90,0,42787,69040099,2265,2956,55775,9457,55536,57008,103,115,29,175,61,62,85
2016/09/09,15,37049774,40000000,170,1325,9092,3962,448,3,161,78,112,0,89,4,42825,69378887,2268,2956,55854,9467,55707,57120,103,116,29,175,61,62,85
2016/09/10,15,37230024,40000000,2038,1363,9121,3965,177,2,131,80,98,6,53,0,42890,69460851,2275,3202,56185,9493,56193,57469,102,119,30,175,61,63,85
2016/09/11,15,37315313,40000000,185,1389,9125,3965,73,5,134,50,101,8,44,0,42917,69487106,2282,3282,56314,9496,56559,57616,102,119,32,176,63,64,86
2016/09/12,15,37315453,40000000,NA,1389,9125,3965,72,0,138,52,101,8,44,0,42917,69500906,2282,3282,56314,9496,56559,57618,102,119,32,177,63,64,86
2016/09/13,15,37378199,40000000,178,1389,9142,3968,87,0,136,30,102,10,45,0,42999,69619339,2285,3282,56462,9523,56608,57748,102,119,34,179,63,64,88
2016/09/14,15,37406780,40000000,172,1390,9143,3969,103,8,150,25,105,12,47,0,43030,69704030,2287,3283,56519,9535,56633,57865,102,120,36,179,64,64,89
2016/09/15,15,37488452,40000000,169,1390,9165,3982,151,28,183,20,112,6,26,1,43212,70141595,2291,3283,56667,9561,56721,58011,101,121,36,181,64,64,89
2016/09/16,15,37558354,40000000,173,1390,9187,3982,178,21,177,32,113,9,27,7,43305,70247590,2296,3283,56788,9574,56845,58138,101,122,36,181,64,64,89
2016/09/17,15,37616381,40000000,188,1391,9199,3996,198,16,170,42,117,9,28,5,43354,70366542,2299,3283,56867,9577,56938,58257,101,122,36,183,64,64,89
2016/09/18,15,37619542,40000000,199,1391,9199,3996,217,19,199,51,122,2,29,1,43415,70428244,2299,3283,56867,9577,56938,58277,100,122,36,184,64,64,89
2016/09/19,15,37649700,40000000,NA,1391,9204,3997,250,11,216,68,134,0,32,2,43481,70499625,2302,3283,56907,9585,56980,58349,101,123,37,185,64,64,89
2016/09/20,15,37651375,40000000,NA,1391,9204,3997,258,1,219,74,130,1,33,3,43481,70571509,2302,3283,56907,9585,56985,58361,101,123,37,186,64,64,89
2016/09/21,15,37666579,40000000,NA,1391,9206,3997,269,10,214,50,113,0,26,0,43502,70906123,2304,3283,56927,9593,57000,58454,100,123,37,187,65,66,89
2016/09/22,15,37743547,40000000,188,1391,9231,4002,306,13,219,50,53,0,22,2,43599,71653505,2308,3283,57036,9623,57120,58576,100,123,38,188,65,66,89
2016/09/23,15,37746169,40000000,221,1391,9232,4002,316,23,229,50,40,1,22,2,43614,71873105,2309,3283,57040,9625,57120,58593,98,123,38,187,65,66,89
2016/09/24,15,37799312,40000000,223,1392,9251,4008,343,7,221,36,28,0,24,5,43662,72042982,2310,3283,57101,9636,57167,58691,98,123,38,188,65,66,89
2016/09/25,15,37807185,40000000,207,1392,9252,4009,361,4,238,30,34,0,24,5,43693,72144335,2311,3283,57102,9638,57175,58699,98,122,38,190,65,66,89
2016/09/26,15,37975252,40000000,1027,1426,9302,4020,267,0,180,0,24,0,24,2,43719,72303306,2318,3351,57444,9684,57579,58849,99,122,39,190,65,66,89
2016/09/27,15,38033819,40000000,NA,1444,9322,4026,184,0,145,0,24,0,20,0,43735,72413599,2321,3400,57577,9710,57688,58925,100,122,41,191,65,66,89
2016/09/28,15,38087403,40000000,144,1444,9337,4032,209,6,137,7,25,5,22,0,43811,72532805,2324,3400,57679,9732,57719,59040,102,122,41,195,66,66,89
2016/09/29,15,38150657,40000000,153,1444,9365,4038,197,0,124,10,24,1,22,1,43849,72740687,2326,3400,57815,9746,57845,59156,101,122,42,196,66,66,89
2016/09/30,15,38168490,40000000,122,1444,9368,4039,200,25,124,33,24,13,22,2,43900,72761635,2328,3400,57837,9746,57865,59246,101,123,42,196,66,66,89
2016/10/01,15,38216467,40000000,125,1444,9382,4045,240,15,131,48,32,18,27,0,44015,72913263,2331,3400,57904,9754,57911,59358,102,123,42,199,66,66,90
2016/10/02,15,38235264,40000000,131,1444,9390,4047,266,3,157,59,37,20,29,0,44065,72926746,2332,3400,57919,9756,57927,59407,100,123,42,199,67,67,90
2016/10/03,15,38246971,40000000,139,1445,9396,4049,265,7,155,57,37,20,29,0,44097,72932446,2335,3400,57938,9762,57935,59415,100,123,43,200,67,67,90
2016/10/04,15,38274495,40000000,NA,1445,9397,4049,291,48,163,30,38,36,29,7,44236,73042263,2339,3400,57969,9768,57967,59527,101,123,44,200,69,68,90
2016/10/05,15,38339771,40000000,NA,1445,9408,4050,314,11,155,39,40,12,31,9,44294,73219407,2342,3400,58062,9792,58062,59622,101,123,46,200,69,68,91
2016/10/06,15,38385613,40000000,197,1445,9426,4056,331,4,153,40,40,2,34,0,44354,73430074,2344,3400,58113,9803,58167,59724,101,123,48,201,69,68,91
2016/10/07,15,38448283,40000000,193,1445,9453,4065,364,1,147,44,29,5,35,2,44440,73664026,2348,3400,58196,9825,58242,59832,102,123,49,201,69,68,91
2016/10/08,15,38505071,40000000,179,1445,9472,4075,384,10,127,49,32,12,35,1,44486,73747756,2352,3400,58301,9860,58295,59956,103,123,49,202,69,70,92
2016/10/09,15,38505671,40000000,203,1445,9472,4075,392,12,132,40,32,0,35,1,44486,73859540,2354,3400,58301,9860,58295,59962,103,123,49,202,72,70,94
2016/10/10,15,38515730,40000000,214,1445,9476,4077,416,33,145,43,2,0,36,1,44557,74166034,2356,3404,58322,9865,58295,59979,103,123,50,202,72,70,94
2016/10/11,15,38515790,40000000,NA,1445,9476,4077,426,33,145,30,0,0,36,1,44557,74181611,2356,3404,58322,9865,58295,59979,104,124,50,202,73,70,94
2016/10/12,15,38584756,40000000,87,1445,9497,4084,407,3,118,21,1,2,38,1,44575,74310553,2360,3404,58465,9899,58448,60071,104,124,50,203,73,72,94
2016/10/13,15,38650214,40000000,103,1445,9532,4094,424,11,109,27,0,4,38,4,44634,74462739,2364,3404,58575,9925,58539,60170,104,124,51,204,72,72,94
2016/10/14,15,38693171,40000000,123,1445,9542,4099,425,10,116,36,4,9,39,0,44752,74675480,2367,3404,58641,9943,58613,60275,105,124,52,204,72,72,94
2016/10/15,15,38778167,40000000,140,1445,9558,4104,393,3,99,45,7,13,39,1,44847,74797454,2371,3404,58794,9982,58788,60390,106,125,52,205,72,72,95
2016/10/16,15,38805707,40000000,140,1445,9572,4110,336,6,113,58,10,12,40,0,44893,74810591,2372,3405,58814,9989,58806,60416,106,125,52,205,72,72,95
2016/10/17,15,38806427,40000000,151,1445,9572,4110,391,6,121,60,12,6,40,0,44893,74868430,2373,3405,58814,9989,58806,60423,107,125,53,205,72,74,97
2016/10/18,15,38876997,40000000,NA,1445,9589,4115,362,10,109,65,13,7,40,0,44928,74943012,2376,3405,58909,10007,58998,60535,107,125,53,206,73,74,98
2016/10/19,15,38960868,40000000,175,1445,9596,4116,329,2,104,44,3,1,41,1,44944,75113398,2379,3405,59036,10030,59227,60637,107,125,53,207,73,74,98
2016/10/20,15,39011788,40000000,161,1446,9616,4126,332,12,102,53,4,9,41,2,44965,75183082,2381,3405,59106,10039,59283,60743,107,126,53,208,73,74,98
2016/10/21,15,39118519,40000000,156,1446,9637,4135,290,17,101,50,6,12,42,0,45045,75262802,2384,3405,59270,10062,59555,60858,107,126,53,207,73,74,98
2016/10/22,15,39176114,40000000,177,1446,9656,4138,319,0,102,59,6,22,42,0,45145,75346300,2388,3405,59375,10079,59630,60959,105,128,53,208,73,74,98
2016/10/23,15,39288899,40000000,203,1459,9676,4143,291,7,128,70,15,29,42,0,45282,75389508,2397,3486,59583,10102,59841,61165,104,128,54,210,75,74,98
2016/10/24,15,39295171,40000000,227,1459,9677,4144,313,26,137,95,18,34,42,0,45314,75427162,2399,3486,59591,10105,59842,61202,102,128,55,211,76,74,99
2016/10/25,15,39365856,40000000,232,1459,9706,4151,328,5,156,82,28,36,46,2,45363,75438086,2402,3486,59721,10130,59955,61318,102,128,56,213,76,74,100
2016/10/26,15,39405012,40000000,51,1459,9718,4155,342,6,153,75,33,33,47,1,45380,75612011,2404,3486,59809,10149,59983,61410,102,128,57,214,76,74,100
2016/10/27,15,39405639,40000000,82,1459,9718,4155,374,8,169,50,42,25,59,1,45388,75671452,2405,3486,59809,10149,59983,61412,102,128,57,214,76,74,100
2016/10/28,15,39493514,40000000,125,1462,9734,4158,366,11,168,50,42,0,63,3,45556,75822543,2409,3487,59943,10169,60097,61561,102,129,58,214,76,74,101
2016/10/29,15,39529532,40000000,151,1462,9747,4163,381,4,176,39,21,7,64,0,45607,76004599,2411,3487,59995,10180,60126,61653,103,129,58,216,77,74,101
2016/10/30,15,39531272,40000000,176,1462,9747,4163,361,2,183,41,22,2,64,0,45607,76032901,2411,3487,60002,10182,60131,61672,103,130,59,216,77,74,101
2016/10/31,15,39532087,40000000,197,1462,9747,4163,370,5,186,44,22,4,65,0,45607,76032901,2412,3487,60009,10183,60131,61683,103,130,59,216,77,74,101
2016/11/01,15,39619249,40000000,197,1462,9768,4169,297,1,165,20,5,0,66,0,45639,76137450,2416,3487,60177,10222,60303,61785,103,130,59,216,77,74,102
2016/11/02,15,39695833,40000000,86,1462,9792,4176,291,5,147,15,5,4,68,0,45685,76200990,2420,3487,60313,10238,60400,61902,104,130,59,217,77,74,102
2016/11/03,15,39745948,40000000,119,1462,9817,4184,323,2,155,27,12,4,70,1,45742,76290967,2422,3487,60384,10257,60455,62012,102,130,59,219,77,75,102
2016/11/04,15,39750422,40000000,164,1463,9819,4184,344,0,177,38,17,6,70,1,45772,76307568,2422,3491,60390,10257,60459,62051,100,130,61,219,78,75,102
2016/11/05,15,39825961,40000000,177,1463,9838,4187,365,6,154,33,20,7,72,1,45816,76413963,2425,3491,60574,10280,60534,62173,100,132,62,222,78,75,102
2016/11/06,15,39837602,40000000,177,1464,9838,4187,347,1,153,42,15,0,75,0,45824,76501302,2425,3505,60590,10282,60551,62213,100,132,62,222,78,75,102
2016/11/07,15,39854635,40000000,211,1465,9839,4187,329,0,150,51,13,0,76,0,45848,76571118,2426,3509,60607,10289,60590,62237,100,132,62,222,78,75,102
2016/11/08,15,39901223,40000000,204,1465,9856,4197,338,4,142,40,11,1,79,0,45887,76729989,2428,3509,60659,10301,60659,62327,101,133,62,223,78,77,103
2016/11/09,15,39985445,40000000,26,1466,9893,4216,364,16,128,35,8,0,83,0,45941,76875561,2432,3511,60814,10320,60715,62472,101,133,62,223,78,78,102
2016/11/10,16,40014466,40000000,98,1466,9893,4216,390,27,148,31,11,2,98,3,45961,77022100,2435,3511,60866,10337,60733,62568,102,133,62,223,78,81,106
2016/11/11,16,40077757,80000000,131,1466,9905,4216,381,19,138,30,5,4,100,1,46004,77117740,2438,3511,60952,10359,60861,62689,103,133,62,223,79,81,106
2016/11/12,16,40116710,80000000,141,1466,9915,4220,395,6,117,15,4,1,102,2,46041,77264309,2441,3511,61033,10391,60875,62812,103,134,63,223,79,81,106
2016/11/13,16,40153611,80000000,171,1473,9918,4221,387,0,101,3,2,0,95,0,46061,77279340,2445,3514,61118,10414,60934,62888,103,134,64,224,79,81,106
2016/11/14,16,40161368,80000000,196,1475,9918,4221,389,3,99,8,2,3,95,0,46082,77279340,2446,3514,61135,10417,60948,62909,103,134,64,226,79,81,106
2016/11/15,16,40207137,80000000,187,1475,9933,4227,397,12,97,10,1,5,100,0,46135,77420937,2450,3514,61213,10442,60998,62998,104,134,64,229,80,81,107
2016/11/16,16,40290627,80000000,NA,1475,9956,4234,362,11,97,8,2,1,97,0,46199,77513345,2453,3514,61308,10471,61210,63129,105,135,64,232,80,82,108
2016/11/17,16,40409580,80000000,123,1477,9979,4237,386,5,106,5,3,3,99,0,46239,77584765,2455,3514,61438,10478,61284,63232,106,136,65,233,80,82,108
2016/11/18,16,40541482,80000000,121,1477,10016,4248,427,19,128,26,0,0,105,1,46341,77909981,2459,3514,61518,10502,61359,63333,106,136,65,230,79,82,108
2016/11/19,16,40629914,80000000,154,1478,10033,4250,437,9,129,49,1,9,107,4,46372,77988915,2461,3514,61589,10523,61447,63429,107,136,65,230,79,82,109
2016/11/20,16,40657412,80000000,183,1480,10033,4250,441,3,154,40,0,0,108,0,46395,78087119,2463,3516,61599,10525,61468,63456,107,136,65,231,80,82,109
2016/11/21,16,40686960,80000000,170,1481,10038,4252,468,4,169,20,2,6,110,1,46411,78171554,2464,3516,61639,10533,61488,63491,108,136,65,231,80,82,109
2016/11/22,16,40820245,80000000,156,1481,10055,4261,463,9,149,30,0,0,110,2,46456,78436091,2467,3516,61752,10577,61602,63607,108,136,67,228,80,82,109
2016/11/23,16,41004900,80000000,166,1481,10074,4265,400,10,138,57,3,6,106,1,46494,78547205,2471,3516,61872,10597,61866,63715,109,136,67,227,80,82,111
2016/11/24,16,41019580,80000000,NA,1481,10074,4265,402,5,146,58,4,7,103,0,46506,78582067,2472,3516,61886,10600,61874,63729,109,137,68,229,81,82,111
2016/11/25,16,41122366,80000000,168,1481,10091,4269,412,9,156,30,0,0,106,0,46515,78825213,2475,3516,61930,10615,62021,63841,109,138,68,228,80,82,111
2016/11/26,16,41230168,80000000,168,1481,10118,4278,432,18,156,20,0,0,208,3,46588,79157260,2478,3516,61994,10633,62083,63950,110,138,72,128,21,82,111
2016/11/27,16,41298158,80000000,197,1481,10127,4279,407,2,154,26,1,1,212,4,46596,79189108,2481,3516,62085,10644,62170,64018,112,138,72,129,21,82,111
2016/11/28,16,41370811,80000000,96,1483,10137,4286,463,0,208,30,9,0,203,1,46679,79457607,2487,3519,62135,10681,62191,64057,110,138,50,123,21,83,111
2016/11/29,16,41480113,80000000,106,1483,10157,4290,457,8,167,29,9,1,206,3,46679,79545927,2489,3519,62257,10705,62289,64163,111,138,51,124,21,83,111
2016/11/30,16,41513195,80000000,116,1488,10158,4290,465,12,166,51,6,0,202,0,46679,79579001,2491,3525,62281,10711,62306,64194,109,138,52,125,21,83,111
2016/12/01,16,41625375,80000000,79,1488,10185,4300,495,23,163,30,1,2,204,1,46703,79783768,2494,3525,62382,10733,62355,64275,112,139,52,124,21,83,112
2016/12/02,16,41833165,80000000,143,1488,10214,4307,446,0,147,24,1,2,202,0,46711,79852259,2498,3525,62501,10754,62599,64380,112,139,52,123,21,83,113
2016/12/03,16,42015211,80000000,178,1489,10223,4312,360,3,130,31,8,8,208,0,46712,79872316,2501,3525,62637,10764,62939,64488,113,140,52,125,21,83,113
2016/12/04,16,42090710,80000000,214,1490,10230,4312,318,1,110,29,10,13,210,0,46712,79917405,2505,3527,62755,10776,63157,64604,114,141,53,124,22,84,113
2016/12/05,16,42117540,80000000,242,1491,10230,4312,196,3,97,28,8,1,191,0,46712,79917405,2506,3528,62794,10788,63334,64631,114,141,54,122,22,84,113
2016/12/06,16,42231489,80000000,247,1491,10248,4316,218,0,113,38,13,0,192,0,46777,79980414,2509,3528,62874,10808,63391,64735,113,142,54,122,22,84,114
2016/12/07,16,42243010,80000000,257,1493,10249,4316,230,5,125,41,14,6,195,2,46785,79994230,2511,3530,62901,10810,63399,64769,113,142,55,122,22,84,115
2016/12/08,16,42285200,80000000,NA,1493,10266,4319,264,10,155,32,19,0,200,2,46829,80034214,2514,3530,63003,10820,63426,64883,111,142,55,123,22,84,115
2016/12/09,16,42370740,80000000,192,1493,10305,4332,286,0,178,26,25,0,201,0,46869,80119505,2518,3530,63158,10837,63503,64998,111,142,55,126,22,84,115
2016/12/10,16,42420624,80000000,129,1493,10319,4339,296,11,185,37,21,5,207,0,46885,80141313,2521,3530,63210,10841,63559,65084,111,142,55,128,22,84,115
2016/12/11,16,42421544,80000000,164,1493,10319,4339,314,15,196,41,7,0,207,1,46885,80220244,2521,3530,63210,10841,63559,65093,110,142,55,128,22,84,115
2016/12/12,16,42424529,80000000,188,1493,10319,4339,320,21,199,30,0,0,208,1,46885,80549340,2521,3530,63320,10843,63560,65101,110,142,55,123,22,84,115
2016/12/13,16,42476418,80000000,201,1493,10338,4343,339,11,179,30,0,0,208,2,46948,80663375,2525,3530,63323,10857,63614,65206,110,142,56,125,22,84,115
2016/12/14,16,42545042,80000000,179,1493,10363,4351,345,12,170,27,1,4,192,1,47018,80800158,2528,3530,63453,10882,63717,65309,111,142,56,125,22,84,115
2016/12/15,16,42580198,80000000,NA,1494,10384,4360,345,34,166,19,0,7,195,3,47072,81048022,2529,3530,63506,10892,63734,65403,110,142,56,123,22,84,116
2016/12/16,16,42641823,80000000,101,1494,10400,4365,399,8,170,33,0,0,204,1,47228,81267456,2533,3530,63625,10912,63798,65522,110,142,56,121,22,84,116
2016/12/17,16,42719937,80000000,121,1494,10427,4377,429,14,166,24,3,5,198,1,47325,81368468,2536,3530,63775,10932,63857,65638,104,142,56,118,22,84,116
2016/12/18,16,42765530,80000000,154,1494,10438,4380,438,0,160,25,2,0,198,1,47341,81421132,2538,3530,63859,10936,63965,65702,104,142,56,118,22,84,116
2016/12/19,16,42767621,80000000,175,1494,10438,4380,454,7,182,32,7,0,99,2,47371,81486594,2539,3530,63863,10936,63965,65715,103,42,56,119,22,84,116
2016/12/20,16,42808853,80000000,196,1494,10463,4382,480,16,169,37,0,0,100,2,47418,81600888,2542,3530,63960,10958,63993,65814,103,42,56,121,21,84,116
2016/12/21,16,42834149,80000000,211,1494,10466,4382,498,16,173,52,2,4,101,0,47426,81702114,2544,3530,64004,10968,64038,65883,103,42,56,120,21,84,117
